['Lugnut_mover', 106.70582503465013, -15.13852901004049, 19.65571789604326, 14.282217385715994, -31.89382724363082, -23.131129867338913, 1.0, 1.0, 1.0]
['antennae_l_01_mover', 9.942311328893082, -38.86304822602241, 32.20113846805233, 106.71099066729171, 13.471708906128606, -0.19220522796177808, 1.0, 1.0, 1.0]
['antennae_l_02_mover', 1.6420388218119044, 10.603652047223191, -0.3922555201244033, 5.7714014700259115, 0.6643932126275428, -43.56174739156468, 1.0, 1.0, 1.0]
['antennae_r_01_mover', -2.9531495399657888, 41.95580314022398, -32.201137542724254, 79.74815688548415, 17.96123835928694, -10.875274931236824, 1.0, 1.0, 1.0]
['antennae_r_02_mover', -1.6420388221740723, -10.603652000427246, 0.3922555148601532, 5.771401405334473, 0.664393186569214, -43.56174850463867, 1.0, 1.0, 1.0]
['ball_mover_l', -0.031343580688889996, 13.10558489923964, 0.5609563044767867, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['ball_mover_r', 0.03134357929229736, -13.105585098266602, -0.5609562993049622, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bandana_mover', -45.81981750628286, -11.350569228119854, 25.199248543749206, -114.96464832296047, 28.29121227197313, -10.909237345327025, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['calf_mover_l', 61.921607020958916, -1.2171777746242731, -13.31282734486047, 0.0, 0.0, 18.072698990994937, 1.0, 1.0, 1.0]
['calf_mover_r', -61.921607971191406, 1.2171777486801147, 13.312827110290527, 0.0, 0.0, 18.072698990994937, 1.0, 1.0, 1.0]
['calf_twist_01_mover_l', 49.69272253341168, 1.8379324106599368, 5.089406371966677, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['calf_twist_01_mover_r', -49.69272232055664, -1.8379324674606323, -5.089406490325928, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['clavicle_mover_l', 21.100729079744188, -36.43241893924167, -44.55192437868425, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['clavicle_mover_r', -21.10072898864746, 36.43241882324219, 44.55192565917969, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['foot_mover_l', 49.27907587601347, -7.710315528375998, 6.489961231802045, -17.569220011475153, -1.3215565388931618, -18.37641581630634, 1.0, 1.0, 1.0]
['foot_mover_r', -49.279075622558594, 7.710315704345703, -6.48996114730835, -17.569220011475153, -1.3215565388931618, -18.37641581630634, 1.0, 1.0, 1.0]
['hand_mid_pivot_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_mid_pivot_mover_r', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_mover_l', 102.47784343727761, -25.03777205469211, 59.43400480302807, -16.923779854179926, -11.534154186888253, 28.39182719457662, 1.0, 1.0, 1.0]
['hand_mover_r', -102.47784423828125, 25.037771224975586, -59.43400573730469, -16.923779854179926, -11.534154186888253, 28.39182719457662, 1.0, 1.0, 1.0]
['hand_pinky_pivot_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_pinky_pivot_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_thumb_pivot_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_thumb_pivot_mover_r', 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_tip_pivot_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_tip_pivot_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['head_mover', -17.418051229659678, -11.968579000116932, -1.1396572534433424e-14, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['heel_pivot_l_mover', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['heel_pivot_r_mover', 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 1.0, 1.0, 1.0]
['index_01_mover_l', 14.615297154324061, 3.0803215036029328, 5.150477304882717, 34.660793295852606, -15.25005183205821, -15.437046816567927, 1.0, 1.0, 1.0]
['index_01_mover_r', -14.615297317504883, -3.0803215503692627, -5.150477409362793, 34.660793295852606, -15.25005183205821, -15.437046816567927, 1.0, 1.0, 1.0]
['index_02_mover_l', 6.335017651666689, 6.455752661737801, -1.3951534833685677, 0.0, 0.0, 38.61631336185644, 1.0, 1.0, 1.0]
['index_02_mover_r', -6.335017681121826, -6.455752849578857, 1.395153522491455, 0.0, 0.0, 38.61631336185644, 1.0, 1.0, 1.0]
['index_03_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['index_03_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['index_distal_phalange_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
